City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,korop,51.5664,32.9586,15.08,86,66,0.5,UA,1721526183
362,kiunga,-6.1219,141.2906,22.22,86,100,1.18,PG,1721526184
363,mazouna,36.1223,0.8987,28.92,36,7,3.28,DZ,1721526185
364,regeneracao,-6.2378,-42.6883,23.0,47,0,1.96,BR,1721526186
365,belyy yar,53.6039,91.3903,22.94,68,0,2.0,RU,1721526188
366,moussoro,13.6408,16.4901,25.9,74,100,3.95,TD,1721526190
367,mar del plata,-38.0023,-57.5575,9.49,90,100,0.89,AR,1721526191
368,guna,24.65,77.3167,30.05,67,62,2.22,IN,1721526192
369,acapulco de juarez,16.8634,-99.8901,29.9,70,40,4.12,MX,1721526193
370,champerico,14.3,-91.9167,27.15,79,95,2.05,GT,1721526194
371,ambon,-3.6954,128.1814,28.26,95,75,3.09,ID,1721526195
372,sisimiut,66.9395,-53.6735,9.64,75,2,1.65,GL,1721526197
373,kapa'a,22.0752,-159.319,29.18,69,40,4.63,US,1721526198
374,ra's bayrut,33.9,35.4833,28.94,78,40,4.12,LB,1721526199
375,arraial do cabo,-22.9661,-42.0278,16.98,100,75,0.0,BR,1721526200
376,palmer,42.1584,-72.3287,21.65,78,0,3.6,US,1721526201
377,opuwo,-18.0607,13.84,12.67,35,22,0.87,NA,1721526202
378,olenino,56.2092,33.4889,12.51,96,52,1.81,RU,1721526204
379,hasaki,35.7333,140.8333,32.38,74,94,2.41,JP,1721526205
380,vila velha,-20.3297,-40.2925,21.64,85,40,2.68,BR,1721526206
381,big stone gap,36.8677,-82.7745,21.9,99,21,0.29,US,1721526207
382,sauri,11.7266,6.7837,21.83,92,100,5.23,NG,1721526208
383,priyutnoye,46.1011,43.5072,24.43,59,100,1.51,RU,1721526209
384,buala,-8.145,159.5921,29.59,69,6,3.48,SB,1721526211
385,barcelos,41.5388,-8.6151,18.25,97,100,1.49,PT,1721526212
386,shakhovskaya,56.0283,35.5097,12.34,95,0,2.37,RU,1721526213
387,toamasina,-18.1667,49.3833,17.0,100,20,1.54,MG,1721526214
388,nirgua,10.1553,-68.5663,19.23,98,26,1.35,VE,1721526215
389,lepsy,46.235,78.9456,25.39,42,87,5.66,KZ,1721526216
390,bukama,-9.2,25.85,20.03,36,0,1.66,CD,1721526218
391,sassandra,4.95,-6.0833,23.57,91,100,3.95,CI,1721526219
392,tevriz,57.509,72.4042,14.42,98,100,4.53,RU,1721526220
393,aras-asan,8.8908,126.3033,29.69,70,99,1.81,PH,1721526221
394,muroto-misakicho,33.2833,134.15,27.67,85,73,3.89,JP,1721526222
395,tofol,5.3248,163.0078,29.88,74,75,1.03,FM,1721526223
396,onega,63.9061,38.1404,12.13,71,4,2.89,RU,1721526224
397,aldama,22.9167,-98.0667,29.16,87,38,2.1,MX,1721526226
398,trongsa,27.5026,90.5072,15.89,92,100,0.28,BT,1721526227
399,morehead city,34.7229,-76.726,28.34,87,0,7.72,US,1721526228
400,thinadhoo,0.5333,72.9333,28.56,75,23,2.37,MV,1721526229
401,mikashevichy,52.2173,27.476,14.05,88,49,0.85,BY,1721526230
402,chadron,42.8294,-102.9999,27.82,38,0,5.14,US,1721526231
403,westport,41.1415,-73.3579,25.16,75,40,3.6,US,1721526233
404,alo,6.5486,4.2686,24.11,90,79,4.97,NG,1721526234
405,st. john's,47.5649,-52.7093,19.66,82,20,5.14,CA,1721526171
406,egilsstadir,65.2653,-14.3948,8.95,87,75,2.57,IS,1721526236
407,torshavn,62.0097,-6.7716,11.66,99,100,3.66,FO,1721526237
408,santa ana,33.7456,-117.8678,35.17,50,20,4.12,US,1721526238
409,dapa,9.7594,126.0531,29.21,72,100,2.89,PH,1721526239
410,duobao,30.67,112.6895,32.09,74,16,7.57,CN,1721526241
411,mukalla,14.5425,49.1242,30.2,59,88,3.67,YE,1721526242
412,san julian,21.0167,-102.1667,16.17,91,97,3.02,MX,1721526243
413,tabou,4.423,-7.3528,23.97,86,100,4.58,CI,1721526244
414,funafuti,-8.5243,179.1942,31.0,79,75,5.66,TV,1721526245
415,tapilula,17.2333,-93.0333,18.32,97,100,1.51,MX,1721526246
416,morioka,39.7036,141.1525,28.72,54,95,3.2,JP,1721526247
417,deqen,29.9618,90.7188,13.76,73,100,1.25,CN,1721526249
418,kokshetau,53.2775,69.3883,17.87,88,79,5.1,KZ,1721526251
419,pandan,14.0453,124.1694,27.13,87,100,4.33,PH,1721526252
420,al wakrah,24.85,51.3333,31.05,35,100,4.8,QA,1721526253
421,oroqen zizhiqi,50.5667,123.7167,23.47,54,58,2.64,CN,1721526255
422,fortuna,40.5982,-124.1573,16.63,92,100,3.09,US,1721526256
423,jayapura,-2.5333,140.7,29.66,92,100,2.14,ID,1721526257
424,mothihari,26.65,84.9167,30.84,68,100,6.06,IN,1721526258
425,kamaishi,39.2667,141.8833,27.87,63,97,1.22,JP,1721526259
426,lata,40.1629,-8.3327,18.84,97,68,1.66,PT,1721526260
427,tizimin,21.15,-88.15,25.88,88,100,3.11,MX,1721526261
428,vorkuta,67.5,64.0,9.46,54,6,2.6,RU,1721526263
429,tshikapa,-6.4167,20.8,19.56,23,0,0.9,CD,1721526264
430,nabire,-3.3667,135.4833,27.26,77,95,1.12,ID,1721526265
431,namdrik,5.5994,168.1028,28.77,75,68,4.82,MH,1721526266
432,miri,4.4148,114.0089,29.08,84,20,1.03,MY,1721526268
433,island harbour,50.724,-1.2758,17.88,67,19,1.34,GB,1721526269
434,mwinilunga,-11.7358,24.4293,13.86,41,0,1.5,ZM,1721526271
435,igarka,67.4667,86.5833,12.3,48,0,10.95,RU,1721526272
436,puerto colombia,10.9878,-74.9547,28.05,86,91,6.35,CO,1721526274
437,malacacheta,-17.8422,-42.0767,14.1,82,1,1.5,BR,1721526275
438,sao tome,0.3365,6.7273,23.37,79,45,4.33,ST,1721526276
439,craig,40.5153,-107.5464,28.97,23,40,11.32,US,1721526278
440,kerikeri,-35.2268,173.9474,17.73,91,51,2.68,NZ,1721526279
441,narasannapeta,18.4167,84.05,26.74,85,100,4.57,IN,1721526280
442,alaghsas,17.0187,8.0168,30.8,47,92,3.18,NE,1721526281
443,queenstown,-31.8976,26.8753,1.42,74,51,0.37,ZA,1721526283
444,ribeira do pombal,-10.8344,-38.5358,15.93,92,3,1.3,BR,1721526285
445,luderitz,-26.6481,15.1594,13.26,60,90,5.64,NA,1721526286
446,antalaha,-14.9003,50.2788,18.33,76,42,2.83,MG,1721526287
447,selfoss,63.9331,-20.9971,7.87,85,40,3.76,IS,1721526288
448,lospalos,-8.5186,127.0025,22.35,76,100,4.85,TL,1721526289
449,nyurba,63.2842,118.3319,24.48,43,32,1.57,RU,1721526290
450,peniche,39.3558,-9.3811,19.6,96,94,8.3,PT,1721526292
451,ventspils,57.3894,21.5606,13.96,100,40,0.51,LV,1721526293
452,lehigh acres,26.6254,-81.6248,28.86,89,0,1.54,US,1721526294
453,ha'il,27.5219,41.6907,30.01,20,0,2.06,SA,1721526295
454,senador jose porfirio,-2.5908,-51.9542,25.91,74,57,1.28,BR,1721526296
455,inderbor,48.55,51.7833,27.61,49,85,1.7,KZ,1721526297
456,fiambala,-27.6871,-67.6149,7.58,54,0,0.77,AR,1721526298
457,nalut,30.3333,10.85,28.59,20,0,3.79,LY,1721526300
458,saskatoon,52.1168,-106.6345,27.99,69,75,1.54,CA,1721525896
459,kontcha,7.9667,12.2333,21.29,97,100,1.44,CM,1721526302
460,al ghayzah,16.2079,52.176,26.3,86,100,1.25,YE,1721526303
461,isangel,-19.55,169.2667,26.06,73,75,1.03,VU,1721526304
462,lagonoy,13.7342,123.5207,27.06,91,100,2.09,PH,1721526306
463,callao,-12.0667,-77.15,16.51,77,0,6.69,PE,1721526307
464,george town,5.4112,100.3354,30.96,89,20,2.06,MY,1721526308
465,kaka,37.3482,59.6143,29.19,21,5,0.53,TM,1721526309
466,houghton,47.1219,-88.569,17.68,82,12,1.6,US,1721526310
467,yukhnov,54.7444,35.2297,12.37,97,71,2.07,RU,1721526311
468,olyokminsk,60.3736,120.4264,25.28,33,32,2.02,RU,1721526313
469,aberdeen,57.1437,-2.0981,13.27,96,100,8.75,GB,1721526314
470,bachatskiy,54.2927,86.1285,19.14,90,98,2.86,RU,1721526315
471,ghat,24.9647,10.1728,29.77,16,4,0.83,LY,1721526316
472,san luis de la loma,17.2706,-100.8939,27.26,79,89,2.62,MX,1721526318
473,nemuro,43.3236,145.575,17.45,97,100,3.63,JP,1721526320
474,amarwara,22.3,79.1667,25.92,84,100,3.48,IN,1721526321
475,ulysses,37.5814,-101.3552,26.02,53,0,3.6,US,1721526323
476,hadibu,12.65,54.0333,25.64,78,98,11.34,YE,1721526324
477,elkton,39.6068,-75.8333,24.78,83,100,1.34,US,1721526325
478,macapa,0.0389,-51.0664,24.99,94,0,1.03,BR,1721526328
479,choix,26.7092,-108.3219,30.23,63,96,0.86,MX,1721526329
480,cruz alta,-28.6386,-53.6064,14.35,92,100,3.79,BR,1721526330
481,kolonia,50.9333,6.95,21.59,88,0,1.54,DE,1721526265
482,boali,4.8005,18.1275,23.12,78,100,1.31,CF,1721526332
483,uttar char fasson,22.2332,90.7132,29.11,83,100,7.85,BD,1721526335
484,zag,46.9441,99.165,18.09,47,81,7.58,MN,1721526336
485,inarajan village,13.2736,144.7484,31.54,86,100,4.68,GU,1721526337
486,poronaysk,49.2167,143.1167,20.2,90,100,2.61,RU,1721526338
487,enewetak,11.3474,162.3373,28.68,77,23,6.86,MH,1721526339
488,prince george,53.9166,-122.753,30.9,42,0,2.06,CA,1721526340
489,beihai,21.4833,109.1,30.35,73,46,4.2,CN,1721526342
490,kievka,50.2619,71.5514,20.6,63,27,3.46,KZ,1721526343
491,nelson bay,-32.7167,152.15,16.11,53,2,1.79,AU,1721525837
492,fort mcmurray,56.7268,-111.381,28.73,54,0,1.54,CA,1721526345
493,minas de marcona,-15.2119,-75.1103,10.02,83,6,3.93,PE,1721526346
494,namibe,-15.1961,12.1522,15.55,90,2,1.61,AO,1721526347
495,mszczonow,51.9742,20.5208,20.14,78,91,0.76,PL,1721526349
496,shalkar,47.8288,59.6258,24.45,46,5,2.07,KZ,1721526350
497,portland,45.5234,-122.6762,34.21,37,75,5.14,US,1721526100
498,chunskiy,56.0815,99.6342,25.03,59,99,1.38,RU,1721526352
499,merritt island,28.5392,-80.672,29.49,83,0,4.12,US,1721526353
500,mitu,1.1983,-70.1733,21.85,98,100,0.74,CO,1721526354
501,ouargla,31.9493,5.325,33.04,19,0,2.06,DZ,1721526355
502,severo-yeniseyskiy,60.3725,93.0408,17.62,95,100,2.56,RU,1721526357
503,calchaqui,-29.8877,-60.287,13.29,89,98,3.56,AR,1721526358
504,aioun,16.6614,-9.6149,33.05,41,98,7.72,MR,1721526359
505,saint-pierre,-21.3393,55.4781,19.2,63,0,3.09,RE,1721526360
506,tawau,4.2498,117.8871,26.07,80,75,1.74,MY,1721526361
507,galappo,-4.2667,35.85,13.71,94,67,0.8,TZ,1721526362
508,ashland,40.8167,-82.2665,20.98,90,100,2.42,US,1721526363
509,millington,35.3415,-89.8973,27.97,77,64,2.59,US,1721526365
510,lakhipur,26.0299,90.3041,28.46,84,100,1.35,IN,1721526366
511,jalai nur,49.45,117.7,27.03,45,33,4.11,CN,1721526367
512,east london,-33.0153,27.9116,13.19,69,7,5.26,ZA,1721526368
513,ar rahad,12.7167,30.65,26.39,70,73,5.41,SD,1721526369
514,novoishimskiy,53.1981,66.7694,18.5,83,11,2.49,KZ,1721526370
515,olovyannaya,50.95,115.5667,29.66,31,36,3.14,RU,1721526373
516,taranto,40.6167,17.25,25.66,72,0,1.76,IT,1721526374
517,puerto palomas,31.7667,-107.6167,30.78,32,99,6.5,MX,1721526375
518,toktogul,41.8708,72.9402,22.61,49,0,0.67,KG,1721526376
519,mermoz boabab,14.7065,-17.4758,27.88,78,75,5.14,SN,1721526377
520,leninskoye,41.7589,69.3864,26.49,27,0,3.44,KZ,1721526379
521,cuenca,-2.8833,-78.9833,14.07,58,75,4.12,EC,1721526380
522,yangjiang,21.85,111.9667,29.91,77,10,5.63,CN,1721526381
523,khilok,51.3674,110.4676,25.91,39,99,3.49,RU,1721526382
524,sault ste. marie,46.5168,-84.3333,19.31,84,0,4.63,CA,1721526383
525,ed damer,17.5928,33.9592,32.44,42,82,8.8,SD,1721526384
526,powell,40.1578,-83.0752,23.15,65,0,0.0,US,1721526386
527,rokiskis,55.9667,25.5833,13.98,93,80,1.11,LT,1721526387
528,leua,48.2156,18.6071,19.39,77,100,1.44,SK,1721526388
529,klaksvik,62.2266,-6.589,11.51,99,100,5.87,FO,1721526389
530,harriman,35.934,-84.5524,24.7,91,30,0.38,US,1721526390
531,coahuayana de hidalgo,18.7,-103.6583,27.19,81,93,0.67,MX,1721526391
532,calama,-22.4667,-68.9333,10.27,13,0,3.6,CL,1721526392
533,centerville,39.6284,-84.1594,22.81,70,91,2.61,US,1721526394
534,eraan,9.0629,117.7016,31.37,60,100,1.66,PH,1721526395
535,gwadar,25.1216,62.3254,28.45,85,96,1.33,PK,1721526396
536,whitburn,54.9533,-1.3686,16.06,92,100,5.45,GB,1721526397
537,san patricio,28.017,-97.5169,30.05,70,4,4.73,US,1721526398
538,cabras,39.93,8.5314,27.71,52,0,2.64,IT,1721526399
539,lethem,3.3803,-59.7968,24.32,89,40,1.13,GY,1721526401
540,makurazaki,31.2667,130.3167,28.56,89,3,1.92,JP,1721526402
541,tayu,-6.5397,111.0518,27.38,60,27,4.61,ID,1721526403
542,bheramara,24.0232,88.9925,29.45,79,100,6.47,BD,1721526404
543,kristiansund,63.1115,7.732,19.36,84,93,2.06,NO,1721526405
544,la ronge,55.1001,-105.2842,30.14,42,100,2.06,CA,1721526406
545,rongelap,11.1635,166.8941,28.09,80,14,7.69,MH,1721526408
546,talagutong,6.2644,125.6678,28.62,73,100,1.31,PH,1721526409
547,matoury,4.8483,-52.3317,25.98,94,0,0.51,GF,1721526410
548,betioky,-23.7167,44.3833,13.91,86,0,1.64,MG,1721526411
549,santana,-0.0583,-51.1817,25.1,94,0,1.03,BR,1721526412
550,mount pearl,47.5166,-52.7813,19.19,83,20,5.14,CA,1721526413
551,hawera,-39.5917,174.2833,14.02,87,98,4.19,NZ,1721526414
552,hede,33.7681,120.2517,31.99,69,0,3.39,CN,1721526416
553,lafiagi,8.8667,5.4167,22.88,94,100,1.77,NG,1721526417
554,tengrela,10.4869,-6.4097,23.07,89,96,2.59,CI,1721526418
555,kainantu,-6.2887,145.8655,19.22,90,96,1.77,PG,1721526419
556,howard springs,-12.497,131.047,26.95,41,94,4.99,AU,1721526420
557,zherdevka,51.8486,41.4606,19.32,70,92,2.85,RU,1721526421
558,shalqar,47.8333,59.6,24.59,46,4,1.98,KZ,1721526423
559,hobyo,5.3505,48.5268,24.24,84,95,9.08,SO,1721526424
560,lionel town,17.8101,-77.2406,29.94,84,43,4.6,JM,1721526425
561,balykchy,42.4557,76.1861,20.12,83,0,0.53,KG,1721526426
562,quellon,-43.1167,-73.6167,5.85,89,83,0.75,CL,1721526427
563,arauca,7.0847,-70.7591,26.98,83,40,0.51,CO,1721526428
564,pacasmayo,-7.4006,-79.5714,16.6,84,21,5.89,PE,1721526430
565,springbok,-29.6643,17.8865,5.91,58,100,2.45,ZA,1721526431
566,mantua,45.1667,10.7833,23.53,89,0,2.24,IT,1721526432
567,medina,24.4686,39.6142,35.24,11,0,5.66,SA,1721526433
568,tolanaro,-25.0319,46.9987,16.04,100,0,1.03,MG,1721526434
569,taoudenni,22.6783,-3.9836,39.49,11,46,5.69,ML,1721526435
570,midvagur,62.0511,-7.1939,11.46,100,100,3.09,FO,1721526436
571,rapid city,44.0805,-103.231,26.94,44,20,5.66,US,1721526281
572,agat village,13.3886,144.6585,31.52,78,40,4.63,GU,1721526439
573,aripuana,-9.1667,-60.6333,23.61,43,2,0.74,BR,1721526440
574,farkhar,36.5729,69.8578,22.99,34,67,0.53,AF,1721526441
575,vogan,6.3333,1.5333,23.69,90,100,5.86,TG,1721526442
576,port douglas,-16.4833,145.4667,20.85,58,56,2.56,AU,1721526176
